038,2,1
039,2,2
040,2,3
043,2,2
048,2,2
054,2,2
065,2,2
071,2,2
073,2,2
074,2,1
076,2,2
082,2,2
086,2,2
087,2,2
088,2,2
090,2,2
092,2,2
093,2,2
095,2,2
098,2,2
102,2,2
103,2,1
107,2,2
111,2,2
115,2,2
117,2,2
118,2,2
119,2,2
134,2,2
135,2,2
143,2,2
146,2,2
148,2,2
151,2,2
154,2,2
156,2,2
157,2,2
174,2,2
179,2,3
181,2,2
185,2,2
189,2,2
199,2,2
200,2,2
202,2,2
208,2,2
211,2,2
223,2,2
225,2,2
226,2,2
231,2,2
238,2,2
239,2,2
243,2,1
244,2,2
253,2,2
271,2,2
281,2,2
283,2,2
286,2,2
287,2,2
293,2,3
296,2,2
297,2,2
300,2,2
303,2,2
310,2,2
311,2,2
320,2,2
322,2,2
323,2,2
324,2,2
336,2,2
337,2,2
364,2,2
370,2,2
380,2,2
381,2,2
382,2,2
390,2,2
394,2,2
396,2,2
398,2,2
400,2,2
402,2,2
414,2,2
424,2,1
429,2,1
431,2,2
434,2,2
437,2,2
439,2,2
443,2,2
448,2,2
449,2,2
462,2,2
478,2,3
479,2,2
484,2,1
489,2,2
490,2,2
495,2,2
497,2,2
498,2,2
500,2,2
007,3,3
012,3,3
019,3,3
023,3,3
029,3,3
030,3,3
033,3,3
036,3,3
041,3,3
045,3,1
046,3,3
047,3,1
053,3,3
059,3,3
062,3,3
063,3,3
067,3,3
069,3,3
075,3,3
077,3,3
080,3,3
081,3,3
084,3,3
089,3,3
096,3,3
097,3,3
104,3,3
106,3,3
108,3,3
110,3,3
121,3,3
122,3,3
124,3,3
125,3,1
127,3,3
132,3,1
133,3,3
137,3,3
138,3,3
147,3,3
152,3,3
155,3,3
158,3,3
159,3,3
160,3,3
161,3,1
162,3,3
165,3,3
167,3,3
172,3,3
175,3,3
178,3,3
186,3,3
187,3,3
192,3,3
193,3,3
194,3,3
195,3,3
197,3,3
206,3,1
207,3,3
215,3,1
219,3,3
227,3,3
229,3,3
230,3,3
233,3,3
237,3,3
240,3,3
245,3,3
249,3,3
251,3,3
255,3,3
257,3,3
262,3,1
265,3,3
268,3,3
270,3,3
274,3,3
275,3,3
279,3,3
280,3,1
285,3,3
288,3,3
291,3,3
294,3,3
298,3,3
301,3,3
305,3,3
306,3,1
308,3,3
317,3,3
325,3,3
328,3,1
330,3,3
331,3,3
333,3,3
340,3,3
349,3,1
354,3,3
357,3,3
358,3,3
360,3,3
361,3,3
367,3,3
369,3,3
373,3,3
374,3,3
376,3,3
379,3,3
384,3,3
385,3,3
388,3,1
389,3,3
391,3,3
392,3,3
395,3,3
408,3,3
409,3,3
410,3,1
412,3,3
413,3,3
416,3,3
419,3,3
420,3,3
423,3,3
425,3,3
432,3,3
438,3,3
440,3,3
442,3,3
446,3,1
450,3,3
451,3,3
457,3,3
458,3,3
459,3,1
466,3,1
469,3,3
470,3,3
473,3,3
482,3,3
483,3,1
485,3,3
492,3,3
494,3,1
499,3,3
